date,usd_krw,ma20,ma60,pct_change,volatility_20
2024-07-01,1383.8,,,,
2024-07-02,1386.9,,,0.22402081225612047,
2024-07-03,1385.8,,,-0.07931357704233921,
2024-07-04,1381.0,,,-0.34637032760860276,
2024-07-05,1381.4,,,0.02896451846488013,
2024-07-08,1383.1,,,0.12306355870854713,
2024-07-09,1383.5,,,0.02892054081411466,
2024-07-10,1384.0,,,0.03614022406939199,
2024-07-11,1373.0,,,-0.7947976878612706,
2024-07-12,1375.7,,,0.1966496722505484,
2024-07-15,1383.2,,,0.5451770007995904,
2024-07-16,1385.0,,,0.13013302486986067,
2024-07-17,1381.3,,,-0.26714801444043257,
2024-07-18,1383.4,,,0.1520306957214279,
2024-07-19,1390.2,,,0.4915425762613834,
2024-07-22,1388.2,,,-0.14386419220255853,
2024-07-23,1386.1,,,-0.1512750324160872,
2024-07-24,1379.9,,,-0.4472981747348559,
2024-07-25,1383.0,,,0.22465396043191976,
2024-07-26,1384.0,1383.125,,0.0723065798987621,3.9113700655235015
2024-07-29,1383.7,1383.1200000000001,,-0.021676300578032937,3.9105256074235637
2024-07-30,1384.6,1383.0049999999999,,0.06504300065042212,3.8264281819444403
2024-07-31,1370.2,1382.225,,-1.0400115556839395,4.713795542983659
2024-08-01,1369.8,1381.665,,-0.029192818566636802,5.471387296414743
2024-08-02,1361.5,1380.6699999999998,,-0.6059278726821438,7.091663007400079
2024-08-05,1370.0,1380.0149999999999,,0.6243114212265866,7.451264463516491
2024-08-06,1377.6,1379.72,,0.5547445255474459,7.422767252461254
2024-08-07,1374.0,1379.22,,-0.261324041811839,7.456018409735638
2024-08-08,1377.2,1379.4299999999998,,0.23289665211063681,7.329687291383892
2024-08-09,1365.3,1378.91,,-0.8640720302062199,7.950829152392066
2024-08-12,1369.6,1378.23,,0.31494909543690053,8.143844947340137
2024-08-13,1366.5,1377.3049999999998,,-0.22634345794392274,8.381588531763631
2024-08-14,1358.0,1376.1399999999999,,-0.622027076472742,9.35934095745514
2024-08-16,1351.3,1374.535,,-0.4933726067746669,10.704513312764893
2024-08-19,1334.8,1371.7649999999999,,-1.2210463997631926,13.292588952218273
2024-08-20,1331.5,1368.9299999999998,,-0.2472280491459311,15.470824834269038
2024-08-21,1333.8,1366.315,,0.17273751408186655,16.780511095660454
2024-08-22,1343.5,1364.4950000000001,,0.7272454640875781,17.19830086466637
2024-08-23,1328.0,1361.7450000000001,,-1.153703014514329,18.436305001416876
2024-08-26,1329.8,1359.035,,0.13554216867468494,18.968624370953265
2024-08-27,1331.5,1356.425,,0.12783877274777922,18.9874439121172
2024-08-28,1337.0,1354.045,,0.4130679684566374,18.238405834075227
2024-08-29,1332.5,1352.16,,-0.33657442034404905,18.428079261365422
2024-08-30,1337.5,1350.545,,0.37523452157599557,18.214900638300687
2024-09-02,1338.5,1349.395,,0.07476635514018781,18.212906788434935
2024-09-03,1341.4,1347.965,,0.21666044079193814,17.623168811180843
2024-09-04,1336.0,1345.8849999999998,,-0.40256448486656327,16.35035087342839
2024-09-05,1333.5,1343.86,,-0.18712574850299202,15.148854394761843
2024-09-06,1339.9,1341.9950000000001,,0.47994000749906895,12.967224878617733
2024-09-09,1341.0,1340.78,,0.08209567878199042,11.749965285503524
2024-09-10,1343.8,1339.49,,0.20879940343028203,9.647519452116168
2024-09-11,1341.5,1338.24,,-0.17115642208661574,7.296964040650006
2024-09-12,1341.6,1337.42,,0.0074543421543005195,5.708036808793338
2024-09-13,1329.6,1336.335,,-0.8944543828264706,4.941795433370092
2024-09-19,1329.2,1336.055,,-0.03008423586039477,5.1859602978176484
2024-09-20,1333.0,1336.13,,0.2858862473668289,5.127131135852198
2024-09-23,1334.8,1336.1799999999998,,0.13503375843959553,5.108053496815616
2024-09-24,1330.4,1335.525,,-0.3296373988612378,4.957702672558004
2024-09-25,1336.1,1335.9299999999998,,0.42844257366203564,4.6306871150952755
2024-09-26,1317.4,1335.31,1359.1566666666665,-1.399595838634815,6.093646389133913
2024-09-27,1310.1,1334.24,1357.9283333333333,-0.5541217549719257,8.283299622227611
2024-09-30,1316.8,1333.23,1356.76,0.5114113426456068,9.118465937461751
2024-10-02,1324.4,1332.825,1355.7366666666667,0.5771567436209102,9.330023692643136
2024-10-04,1349.5,1333.425,1355.2116666666666,1.8951978254303725,10.007727277617843
2024-10-07,1344.5,1333.725,1354.5966666666668,-0.3705075954057113,10.254748579125215
2024-10-08,1346.0,1333.9550000000002,1353.9783333333332,0.11156563778356166,10.484950367576564
2024-10-10,1355.2,1334.9150000000002,1353.5066666666667,0.6835066864784523,11.510831283713689
2024-10-11,1351.3,1335.805,1352.9616666666666,-0.28778040141677064,12.070210175644245
2024-10-14,1358.5,1336.7350000000001,1352.72,0.5328202471693855,13.07690913907385
2024-10-15,1366.3,1338.0,1352.5633333333333,0.574162679425827,14.641325795591206
2024-10-16,1364.5,1339.035,1352.2516666666668,-0.13174266266559043,15.761688227771966
2024-10-17,1372.7,1340.595,1352.0466666666666,0.6009527299377204,17.4699282979883
2024-10-18,1369.3,1341.98,1351.8466666666668,-0.24768704013987675,18.614329511371167
2024-10-21,1378.8,1344.44,1351.77,0.6937851456948696,20.08506646085215
2024-10-22,1379.6,1346.9599999999998,1351.5933333333332,0.058021467943136784,21.202964043041934
2024-10-23,1381.6,1349.3899999999999,1351.4833333333333,0.14496955639315967,22.276607981420657
2024-10-24,1382.3,1351.7649999999999,1351.4199999999998,0.05066589461493187,23.154044207392612
2024-10-25,1389.2,1354.705,1351.575,0.4991680532445919,24.015487875425954
2024-10-28,1385.7,1357.185,1351.62,-0.25194356464152134,24.548196953833543
2024-10-29,1382.2,1360.425,1351.59,-0.2525799235043702,23.263499193733335
2024-10-30,1379.8,1363.91,1351.525,-0.17363623209376566,20.368316469199392
2024-10-31,1377.0,1366.92,1351.3983333333333,-0.20292796057399531,17.249396633230635
2024-11-01,1378.0,1369.6,1351.5283333333332,0.0726216412490821,14.187577961760486
2024-11-04,1375.5,1370.9,1351.6233333333332,-0.18142235123367323,13.41927129561217
2024-11-05,1380.1,1372.6799999999998,1351.9333333333334,0.3344238458742099,12.021410723764877
2024-11-06,1399.3,1375.3449999999998,1352.4216666666666,1.3912035359756603,11.699144143234706
2024-11-07,1385.7,1376.87,1352.5566666666668,-0.9719145286929076,10.895247636130291
2024-11-08,1395.3,1379.07,1352.9116666666669,0.692790647326258,9.85276343816245
2024-11-11,1401.0,1381.195,1353.3083333333334,0.4085142980004397,9.765539573308967
2024-11-12,1408.9,1383.325,1354.035,0.5638829407565993,10.922977953305114
2024-11-13,1397.5,1384.975,1354.5,-0.8091418837390951,10.410059659062084
2024-11-14,1402.5,1386.465,1355.1,0.3577817531305927,10.68955589644055
2024-11-15,1400.0,1388.0,1355.8,-0.17825311942959443,10.291795403696499
2024-11-18,1393.5,1388.7350000000001,1356.5033333333333,-0.4642857142857171,10.123722791437173
2024-11-19,1393.0,1389.405,1357.4733333333331,-0.03588087549336594,9.928877341529004
2024-11-20,1400.9,1390.3700000000001,1358.6299999999999,0.5671213208901627,10.067305080254526
2024-11-21,1402.0,1391.355,1359.7666666666667,0.07852095081732902,10.199044072851754
2024-11-22,1404.2,1392.105,1360.7783333333334,0.15691868758915817,10.576760771664745
2024-11-25,1399.0,1392.77,1361.9616666666668,-0.3703176185728574,10.570968187494806
2024-11-26,1396.1,1393.465,1363.0666666666666,-0.207290922087211,10.292729932999299
2024-11-27,1393.0,1394.125,1364.0916666666667,-0.22204713129431175,9.780855360290511
2024-11-28,1394.5,1395.0,1365.05,0.10768126346016871,8.912439562058518
2024-11-29,1396.5,1395.925,1366.1166666666666,0.1434205808533484,7.9648487612416385
2024-12-02,1401.7,1397.235,1367.1866666666667,0.3723594701038335,6.4366773873990555
2024-12-03,1425.0,1399.48,1368.6283333333333,1.6622672469144506,7.825975641210842
2024-12-04,1413.6,1400.1950000000002,1369.8316666666665,-0.8000000000000118,8.437976497265526
2024-12-05,1417.3,1401.775,1371.1866666666667,0.26174306734578767,8.538881659795198
2024-12-06,1423.0,1403.16,1372.6783333333333,0.40217314612291943,9.612349512886212
2024-12-09,1435.0,1404.8600000000001,1374.2633333333333,0.8432888264230609,11.935943064630338
2024-12-10,1432.8,1406.0549999999998,1375.7933333333335,-0.1533101045296248,13.460721612000714
2024-12-11,1430.9,1407.725,1377.245,-0.1326074818537082,14.383721610501862
2024-12-12,1430.5,1409.125,1378.7283333333332,-0.027954434272148276,15.188530125342002
2024-12-13,1435.2,1410.885,1380.2883333333334,0.32855644879412615,16.088285211688554
2024-12-16,1436.0,1413.01,1382.0616666666667,0.05574136008918984,16.4733245294519
2024-12-17,1437.1,1415.215,1383.8600000000001,0.07660167130918438,16.604890687290204
2024-12-18,1439.1,1417.125,1385.6283333333333,0.1391691601141165,17.062327693366125
2024-12-19,1447.3,1419.39,1387.5033333333333,0.5698005698005826,17.93335322505975
2024-12-20,1448.5,1421.605,1389.4716666666668,0.08291301043321653,18.67876573742798
2024-12-23,1450.9,1424.2,1391.385,0.16568864342423328,18.975829501320707
2024-12-24,1457.5,1427.27,1393.7200000000003,0.4548900682334933,19.15634016249177
2024-12-26,1469.6,1431.1,1396.3783333333333,0.8301886792452695,19.59640138822618
2024-12-27,1470.5,1434.9,1398.9399999999998,0.06124115405552466,19.494074673307345
2024-12-30,1472.3,1438.69,1401.405,0.12240734444066703,18.997614808736504
2024-12-31,,,,,
2025-01-02,1469.1,,,,
2025-01-03,1469.7,,,0.04084133142741031,
2025-01-06,1459.2,,,-0.7144315166360493,
2025-01-07,1453.0,,,-0.42489035087719396,
2025-01-08,1459.6,,,0.45423262216104376,
2025-01-09,1460.0,,,0.027404768429706294,
2025-01-10,1472.0,,,0.8219178082191858,
